query,candidate_doi,label,candidate_year,candidate_title,crossref_score,true_doi,candidate_rank,candidate_author,query_author,title_similarity,title_token_set_similarity,query_year,year_difference,first_author_similarity
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.2139/ssrn.5580230,0,2025.0,Modeling Financial Volatility with Hidden Markov and Stochastic Volatility Models,38.8788,10.2139/ssrn.4069359,3,Jeremy Duriez,,66.66666666666667,77.66990291262135,2022.0,3.0,0.0
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.32657/10356/20675,0,,A new hidden Markov-switching volatility model,38.418583,10.2139/ssrn.4069359,4,Xin Yi Liu,,44.03669724770643,44.03669724770642,2022.0,,15.384615384615385
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.5351/kjas.2023.36.1.085,0,2023.0,Hidden Markov model with stochastic volatility for estimating bitcoin price volatility,37.296776,10.2139/ssrn.4069359,5,Tae Hyun Kang,,57.71812080536913,69.56521739130434,2022.0,1.0,37.5
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.1007/978-0-387-84854-9_1,0,,Hidden Markov Model Processing,37.055923,10.2139/ssrn.4069359,6,,,51.61290322580645,77.55102040816327,2022.0,,100.0
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.1007/978-1-4899-7442-6_2,0,2014.0,Stochastic Volatility or Stochastic Central Tendency: Evidence from a Hidden Markov Model of the Short-Term Interest Rate,36.040783,10.2139/ssrn.4069359,7,Craig A. Wilson,,56.52173913043479,78.84615384615384,2022.0,8.0,22.22222222222222
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.5351/kjas.2022.35.4.501,0,2022.0,Maximum likelihood estimation of stochastic volatility models with leverage effect and fat-tailed distribution using hidden Markov model approximation,35.791832,10.2139/ssrn.4069359,8,TaeHyung Kim,,43.1924882629108,46.948356807511736,2022.0,0.0,26.66666666666667
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.32469/10355/4795,0,,Volatility estimation and price prediction using a hidden Markov model with empirical study,35.58385,10.2139/ssrn.4069359,9,Pei Yin,,37.66233766233766,57.142857142857146,2022.0,,19.999999999999996
An Infinite Hidden Markov Model with Stochastic Volatility 2022,10.1016/j.spa.2024.104381,0,2024.0,Volatility estimation of hidden Markov processes and adaptive filtration,34.69217,10.2139/ssrn.4069359,10,Yury A. Kutoyants,,32.592592592592595,51.851851851851855,2022.0,2.0,19.999999999999996
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.1515/jpem-2022-0300,1,2022.0,Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey,67.16836,10.1515/jpem-2022-0300,1,Ugo N. Chikani,,97.79735682819384,100.0,2022.0,0.0,23.529411764705888
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.4314/njp.v49i1.12,0,2022.0,"Paediatric endocrine disorders at a tertiary hospital in Lagos, Nigeria",37.291603,10.1515/jpem-2022-0300,2,Ibironke Jadesola Akinola,,58.82352941176471,64.13043478260869,2022.0,0.0,21.42857142857143
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.4314/tjhc.v29i4.3,0,2022.0,Drug utilization pattern among paediatric asthma patients attending the respiratory clinic of a Nigerian tertiary hospital: a five-year retrospective survey,36.612343,10.1515/jpem-2022-0300,3,K. C. Amorha,,53.67647058823529,58.42696629213483,2022.0,0.0,13.33333333333333
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.58539/jnids.2023.2108,0,2023.0,Pattern of Presentation of Monkey Pox Disease in a Nigerian Tertiary Hospital.,36.505917,10.1515/jpem-2022-0300,4,Chika-Igwenyi,,44.329896907216494,60.638297872340424,2022.0,1.0,25.0
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.47837/cmj.19770126.nma.2017512161,0,2017.0,PATTERN OF PAEDIATRIC ENDOCRINE DISORDERS AS SEEN AT A TERTIARY HEALTH FACILITY IN SOKOTO OVER A 4 -YEAR PERIOD,36.06012,10.1515/jpem-2022-0300,5,Ugege MO,,14.09691629955947,13.513513513513516,2022.0,5.0,0.0
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.4103/njm.njm_36_22,0,2022.0,Erratum,35.661983,10.1515/jpem-2022-0300,6,,,8.130081300813007,8.333333333333329,2022.0,0.0,100.0
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.33140/jgrm/02/01/00004,0,2018.0,A Five-Year Survey of Cervical Cerclage at a Nigerian Tertiary Hospital,34.84361,10.1515/jpem-2022-0300,7,,,39.57219251336899,50.0,2022.0,4.0,100.0
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.4314/njp.v41i4.5,0,2014.0,Paediatric endocrine disorders as seen at the University of Benin Teaching Hospital over a ten-year period,33.263523,10.1515/jpem-2022-0300,8,AN Onyiriuka,,49.54954954954955,55.70776255707762,2022.0,8.0,26.66666666666667
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.4314/ijmu.v11i2.6,0,2016.0,Pattern of gunshot deaths in a Nigerian Tertiary Health Institution,32.862576,10.1515/jpem-2022-0300,9,UO Eze,,40.43715846994536,55.55555555555556,2022.0,6.0,0.0
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,10.21037/ajo.2018.05.02,0,2018.0,"Recurrent thyroglossal duct cysts: a 15-year review of presentation, management and outcomes from a tertiary paediatric institution",32.110683,10.1515/jpem-2022-0300,10,Luke M. O’Neil,,63.1578947368421,62.8099173553719,2022.0,4.0,0.0
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.3788/cjl220713,1,2023.0,空间站冷原子柜超高真空腔内射频天线的研制,115.17874,10.3788/cjl220713,1,谢昱 Xie Yu,,88.88888888888889,100.0,2023.0,0.0,0.0
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.37155/2717-5170-0801-14,0,2026.0,真空焊箱温度控制系统的PID参数优化研究,65.41379,10.3788/cjl220713,2,超 高,,17.777777777777782,17.77777777777777,2023.0,3.0,0.0
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.33142/ec.v2i6.396,0,2019.0,高压变频器采用空水冷在水泵站的应用,64.5099,10.3788/cjl220713,3,晓娇 孙,,14.28571428571429,14.285714285714292,2023.0,4.0,0.0
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.1360/ze2012-42-1-57,0,2012.0,封闭空间内空气自然对流的非线性特性的实验研究,64.28689,10.3788/cjl220713,4,利 白,,25.531914893617024,25.531914893617028,2023.0,11.0,0.0
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.37155/2717-5197-0504-15,0,2023.0,真空贮槽环形空间尺寸测量工装的发明及应用,63.01913,10.3788/cjl220713,5,万 成,,13.33333333333333,13.333333333333329,2023.0,0.0,0.0
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.3788/col20100808.0735,0,2010.0,利用对射原子团的空间冷原子钟,61.34549,10.3788/cjl220713,6,Desheng Lv,,25.64102564102564,25.641025641025635,2023.0,13.0,15.384615384615385
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.3788/lop20084502.0011,0,2008.0,光诱导光子晶格中非线性空间频谱整形和带隙孤子串的实现,60.647465,10.3788/cjl220713,7,楼慈波 楼慈波,,15.686274509803921,15.686274509803923,2023.0,15.0,0.0
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.18356/22203583-2023-2-3,0,2023.0,第三空间，真正的公民空间,60.493374,10.3788/cjl220713,8,,,21.62162162162162,21.621621621621628,2023.0,0.0,100.0
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.12677/japc.2026.151003,0,2026.0,Preparation and Application Advances in Sky Radiative Cooling Technology,58.562817,10.3788/cjl220713,9,孝雪 邹,,2.0618556701030966,2.0618556701030997,2023.0,3.0,0.0
空间站冷原子柜超高真空腔内射频天线的研制 2023,10.37155/2717-5170-0701-34,0,2025.0,无线电广播发射天线的多频段特性与辐射效率研究,58.53035,10.3788/cjl220713,10,迟玉强,,21.276595744680847,21.276595744680847,2023.0,2.0,0.0
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.33871/26747170.2020.2.1.3354,1,2020.0,DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO,201.40007,10.33871/26747170.2020.2.1.3354,1,Paulo Sacchi,,98.66666666666667,100.0,2020.0,0.0,13.33333333333333
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.1016/j.enfcli.2020.10.002,0,2020.0,El valor de las enfermeras en tiempos de COVID: una mirada desde la Salud Pública,88.3569,10.33871/26747170.2020.2.1.3354,2,María Antonia Font Oliver,,15.498154981549817,16.26016260162602,2020.0,0.0,21.42857142857143
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.53995/97895852996722,0,2020.0,Narrativas del miedo: las emociones que acompañan a las familias en su vida cotidiana,87.84769,10.33871/26747170.2020.2.1.3354,3,Diana María González Bedoya,,10.909090909090914,11.244979919678713,2020.0,0.0,19.999999999999996
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.18356/9789211065459c014,0,2025.0,"Tabla de países con el desglose para cada uno del valor del indicador ODS 6.5.2, del valor de las cuencas fluviales y lacustres y del valor del acuífero",87.49024,10.33871/26747170.2020.2.1.3354,4,,,17.543859649122805,16.724738675958193,2020.0,5.0,100.0
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.4995/thesis/10251/152483,0,,Apropiación y puesta en valor del patrimonio cultural inmaterial en los festivales de folklore: una mirada desde la gestión artística en música - danza.,84.88869,10.33871/26747170.2020.2.1.3354,5,Javier Alfonso Gómez Chavarro,,14.619883040935678,14.649681528662427,2020.0,,12.5
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.15425/2017.218,0,2019.0,Laberintos y despojos: análisis del proceso de implementación de la ley de víctimas y restitución de tierras desde una perspectiva multiescalar de las burocrácias estatales,84.84596,10.33871/26747170.2020.2.1.3354,6,Lina Fernanda Buchely Ibarra,,13.812154696132595,12.883435582822088,2020.0,1.0,19.354838709677423
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.35537/10915/45650,0,,Puesta en valor de plantas sub-utilizadas: aporte a la conservación de los recursos naturales en Los Juríes (Sgo. del Estero),83.485756,10.33871/26747170.2020.2.1.3354,7,,,14.603174603174606,14.63414634146342,2020.0,,100.0
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.22451/5817.ibj2023.vol6.2.11073,0,2023.0,"Discusión de los roles de las actividades de la empresa, los consumidores y los grupos de interés en el cambio del valor de las marcas",83.35396,10.33871/26747170.2020.2.1.3354,8,Deivit Wilfredo Reynoso Espinoza,,15.432098765432102,12.949640287769782,2020.0,3.0,17.14285714285714
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.29057/icshu.v2i8.293,0,2016.0,El valor y el juicio de valor en la evaluación: una revisión desde los orígenes históricos de la evaluación,83.25328,10.33871/26747170.2020.2.1.3354,9,Laura Elizabeth Gómez Meléndez,,13.468013468013474,12.92775665399239,2020.0,4.0,12.121212121212121
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,10.25062/9789585310162.12,0,2021.0,"Las familias de los adolescentes en conflicto con la ley penal, con la perspectiva de la corresponsabilidad",83.13266,10.33871/26747170.2020.2.1.3354,10,Angelita Mariño Puentes,,11.447811447811452,9.92366412213741,2020.0,1.0,23.076923076923073
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H <scp>i</scp> Disk of Galaxies Brad Koplitz,10.3847/1538-4357/adb8ca,1,2025.0,DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H <scp>i</scp> Disk of Galaxies,111.6779,10.3847/1538-4357/adb8ca,1,Brad Koplitz,,93.77990430622009,100.0,,,13.33333333333333
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H <scp>i</scp> Disk of Galaxies Brad Koplitz,10.3847/1538-4357/ad029b,0,2024.0,DIISC-III. Signatures of Stellar Disk Growth in Nearby Galaxies,37.979248,10.3847/1538-4357/adb8ca,2,Mansi Padave,,44.827586206896555,45.97701149425287,,,26.66666666666667
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H <scp>i</scp> Disk of Galaxies Brad Koplitz,10.1002/0471684228.egp03494,0,2004.0,"<scp>DNA</scp>
            , Ultraviolet Absorption",36.721592,10.3847/1538-4357/adb8ca,3,,,46.666666666666664,72.1311475409836,,,100.0
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H <scp>i</scp> Disk of Galaxies Brad Koplitz,10.1111/ssm.18325,0,2026.0,"Measuring scientific classroom discourse: The
                    <i>
                      <scp>DiISC</scp>
                      Version 2.0
                    </i>
                    's validity and use in observing secondary science lessons",36.504326,10.3847/1538-4357/adb8ca,4,Elizabeth Lewis,,36.36363636363637,36.36363636363637,,,11.111111111111116
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H <scp>i</scp> Disk of Galaxies Brad Koplitz,10.1002/9781394438143.ch31,0,2026.0,"Ultraviolet/Visible (
                    <scp>UV</scp>
                    /
                    <scp>VIS</scp>
                    ) Absorption Analyzers",36.31437,10.3847/1538-4357/adb8ca,5,,,46.23655913978495,50.53763440860215,,,100.0
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H <scp>i</scp> Disk of Galaxies Brad Koplitz,10.3847/1538-4357/ac2c01,0,2021.0,DIISC-II: Unveiling the Connections between Star Formation and Interstellar Medium in the Extended Ultraviolet Disk of NGC 3344,35.316395,10.3847/1538-4357/adb8ca,6,Mansi Padave,,44.53781512605042,48.717948717948715,,,26.66666666666667
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H <scp>i</scp> Disk of Galaxies Brad Koplitz,10.3847/1538-4357/ad8238,0,2024.0,DIISC-IV. DIISCovery of Anomalously Low Metallicity H ii Regions in NGC 99: Indirect Evidence of Gas Inflows,35.295204,10.3847/1538-4357/adb8ca,7,Alejandro J. Olvera,,38.35616438356164,38.888888888888886,,,18.181818181818176
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H <scp>i</scp> Disk of Galaxies Brad Koplitz,10.3847/1538-4357/ae1b88,0,2026.0,"Kinematics of Circumgalactic O
                    <scp>vi</scp>
                    Gas and Disk Rotation of
                    <i>z</i>
                    ≈ 0.2 Star-forming Galaxies",34.13021,10.3847/1538-4357/adb8ca,8,Stephanie H. Ho,,47.004608294930875,48.598130841121495,,,22.22222222222222
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H <scp>i</scp> Disk of Galaxies Brad Koplitz,10.3847/1538-4357/adce7b,0,2025.0,DIISC-V: Variations in H<i>α</i>-to-FUV Star Formation Rate Ratios Across Star-forming Regions in Nearby Galaxies,32.80432,10.3847/1538-4357/adb8ca,9,Mansi Padave,,40.17857142857143,40.723981900452486,,,26.66666666666667
DIISC-VI (COS-DIISC): Ultraviolet Metal Absorption Relative to the H <scp>i</scp> Disk of Galaxies Brad Koplitz,10.1039/jr9590001551,0,1959.0,"299. The intensity of ultraviolet light absorption by monocrystals. Part III. Absorption by anthracene at 295°<scp>K</scp>, 90°<scp>K</scp>, and 4°<scp>K</scp>of plane-polarised light of wavelengths 1600–2750 Å",32.784454,10.3847/1538-4357/adb8ca,10,L. E. Lyons,,40.49844236760125,44.01294498381877,,,14.28571428571429
Ways Of Depropriating Images Sónia Díaz,10.12681/dac.39266,1,2025.0,Ways Of Depropriating Images,43.77498,10.12681/dac.39266,1,Sónia Díaz,,83.5820895522388,100.0,,,30.76923076923077
Ways Of Depropriating Images Sónia Díaz,10.35520/mulemba.2019.v11n20a23592,0,2019.0,Moçambique no feminino: as dimensões poéticas do corpo na poesia de Sónia Sultuane,19.160654,10.12681/dac.39266,2,Sávio Roberto Fonsêca de Freitas,,31.404958677685947,34.710743801652896,,,11.428571428571432
Ways Of Depropriating Images Sónia Díaz,10.5040/9780755621798.ch-029,0,2016.0,After-Images of Empire,18.575634,10.12681/dac.39266,3,,,36.065573770491795,36.0655737704918,,,100.0
Ways Of Depropriating Images Sónia Díaz,10.35520/mulemba.2024.v16n31e65364,0,2024.0,Dos encontros  poéticos na literatura moçambicana: relações intersemióticas entre Luís Bernardo Honwana e Sónia Sultuane,18.446016,10.12681/dac.39266,4,Sávio Roberto Fonsêca de Freitas,,25.31645569620253,29.113924050632917,,,11.428571428571432
Ways Of Depropriating Images Sónia Díaz,10.2307/359012,0,1994.0,"Women's Ways of Writing, or, Images, Self-Images, and Graven Images: Responses",18.16032,10.12681/dac.39266,5,James Moffett,,35.89743589743589,39.31623931623932,,,12.5
Ways Of Depropriating Images Sónia Díaz,10.2307/359011,0,1994.0,"Women's Ways of Writing, or, Images, Self-Images, and Graven Images",18.099766,10.12681/dac.39266,6,C. Jan Swearingen,,37.735849056603776,47.16981132075472,,,30.000000000000004
Ways Of Depropriating Images Sónia Díaz,10.52590/m3.p612.a30001094,0,2002.0,Adsorção do Violeta de Cristal em Areia,18.071302,10.12681/dac.39266,7,Sónia Sequeira,,30.76923076923077,30.769230769230774,,,23.529411764705888
Ways Of Depropriating Images Sónia Díaz,10.1093/oso/9780190125561.003.0007,0,2020.0,Visual Access and Excess,17.784197,10.12681/dac.39266,8,Sreedeep Bhattacharya,,28.57142857142857,28.57142857142857,,,8.333333333333337
Ways Of Depropriating Images Sónia Díaz,10.4995/thesis/10251/124351,0,,Machine Learning for Glaucoma Assessment using Fundus Images,17.708332,10.12681/dac.39266,9,Andrés Yesid Díaz Pinto,,36.36363636363637,38.38383838383838,,,23.076923076923073
Ways Of Depropriating Images Sónia Díaz,10.4324/9781315690384-13,0,2017.0,Spanish drug policy,17.65818,10.12681/dac.39266,10,Cristina Díaz Gómez,,27.586206896551722,27.58620689655173,,,18.181818181818176
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,10.17116/rosstomat20251801140,1,2025.0,Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases,68.033585,10.17116/rosstomat20251801140,1,O.N. Risovannaya,,91.70731707317074,100.0,,,21.052631578947366
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,10.37988/1811-153x_2019_1_28,0,2019.0,Clinical substantiation of complex application of antioxidants and laser therapy in treatment of periodontal diseases,42.97812,10.17116/rosstomat20251801140,2,Y.V. Maskurova,,52.63157894736843,57.534246575342465,,,11.764705882352944
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,10.26226/morressier.5ac383262afeeb00097a42a7,0,2018.0,Photodynamic therapy in periodontics.,39.725357,10.17116/rosstomat20251801140,3,Olga Risovannaya,,41.891891891891895,42.758620689655174,,,21.052631578947366
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,10.2174/221270380201160517190017,0,2016.0,Photodynamic Therapy and Periodontal Treatment,38.762688,10.17116/rosstomat20251801140,4,Pinar Gümüs,,36.94267515923567,37.66233766233766,,,28.57142857142857
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,10.1016/j.pdpdt.2016.09.004,0,2016.0,Effect of photodynamic therapy and laser alone as adjunct to scaling and root planing on gingival crevicular fluid inflammatory proteins in periodontal disease: A systematic review,33.642082,10.17116/rosstomat20251801140,5,Zohaib Akram,,50.171821305841924,55.63380281690141,,,13.33333333333333
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,10.1016/j.pdpdt.2023.103362,0,2023.0,Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease,33.05179,10.17116/rosstomat20251801140,6,Bharathraj Shetty,,46.88644688644688,58.36909871244635,,,9.999999999999998
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,10.1016/s1572-1000(12)70049-2,0,2012.0,48 Anti-inflammatory and bactericidal action of LED medolight device at treatment of dental diseases,32.419453,10.17116/rosstomat20251801140,7,S.A. Gulyar,,41.70616113744076,51.707317073170735,,,14.28571428571429
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,10.2174/221270380201160517184943,0,2016.0,Editorial (Thematic Issue: Anti-inflammatory Drugs in the Treatment of Inflammatory Periodontal Diseases),32.378216,10.17116/rosstomat20251801140,8,Nurcan Buduneli,,50.0,52.582159624413144,,,33.333333333333336
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,10.1016/j.pdpdt.2025.104597,0,2025.0,Anti-inflammatory photodynamic activity of tetraphenyl-substituted porphyrin in J774.2 macrophage cells,32.129696,10.17116/rosstomat20251801140,9,Harika Topal Önal,,46.728971962616825,51.18483412322275,,,19.999999999999996
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,10.1021/acsinfecdis.4c00306.s001,0,,Multifunctional Nanosystem for Dual Anti-Inflammatory and Antibacterial Photodynamic Therapy in Infectious Diabetic Wounds,32.1293,10.17116/rosstomat20251801140,10,,,45.493562231759654,46.95652173913044,,,100.0
Fast motion detection from airborne videos using graphics processing unit Ben Ma,10.1117/1.jrs.6.061505,1,2012.0,Fast motion detection from airborne videos using graphics processing unit,68.31605,10.1117/1.jrs.6.061505,1,Ben Ma,,95.42483660130719,100.0,,,44.44444444444444
Fast motion detection from airborne videos using graphics processing unit Ben Ma,10.5220/0003123401190124,0,2011.0,EFFECTIVE AND ACCELERATED INFORMATIVE FRAME FILTERING IN COLONOSCOPY VIDEOS USING GRAPHICS PROCESSING UNIT,34.27737,10.1117/1.jrs.6.061505,2,,,11.827956989247312,11.827956989247312,,,100.0
Fast motion detection from airborne videos using graphics processing unit Ben Ma,10.1109/ncvpripg.2015.7489940,0,2015.0,Real time saliency detection in videos using Motion Field entropy,34.00981,10.1117/1.jrs.6.061505,3,Krishna Reddy Konda,,59.31034482758621,59.310344827586206,,,27.27272727272727
Fast motion detection from airborne videos using graphics processing unit Ben Ma,10.1109/pcspa.2010.27,0,2010.0,Fast Pedestrian Detection Using Slice-Based Motion Analysis,32.699455,10.1117/1.jrs.6.061505,4,Jingjing Yang,,48.92086330935251,50.35971223021583,,,37.5
Fast motion detection from airborne videos using graphics processing unit Ben Ma,10.1364/ofc.2010.otud7,0,2010.0,Fast Implementation of the Split-Step Fourier Method using a Graphics Processing Unit,32.64495,10.1117/1.jrs.6.061505,5,Stephan Hellerbrand,,52.121212121212125,54.54545454545455,,,27.27272727272727
Fast motion detection from airborne videos using graphics processing unit Ben Ma,10.1109/ncvpripg.2011.31,0,2011.0,Interpolation Based Tracking for Fast Object Detection in Videos,32.313187,10.1117/1.jrs.6.061505,6,Rahul Jain,,48.611111111111114,52.77777777777778,,,30.76923076923077
Fast motion detection from airborne videos using graphics processing unit Ben Ma,10.1049/iet-ipr.2015.0381,0,2016.0,Fast coding unit selection and motion estimation algorithm based on early detection of zero block quantified transform coefficients for high‐efficiency video coding standard,31.287151,10.1117/1.jrs.6.061505,7,Hassan Kibeya,,43.47826086956522,49.056603773584904,,,25.0
Fast motion detection from airborne videos using graphics processing unit Ben Ma,10.1109/icip.2008.4711869,0,2008.0,A scrambling method for Motion JPEG videos enabling moving objects detection from scrambled videos,31.269087,10.1117/1.jrs.6.061505,8,Masaaki Fujiyoshi,,51.685393258426956,54.97076023391813,,,9.999999999999998
Fast motion detection from airborne videos using graphics processing unit Ben Ma,10.1145/3606283.3606284,0,2023.0,Motion segmentation in Moving Camera Videos using Velocity Guided Optical Flow Normalization,31.067204,10.1117/1.jrs.6.061505,9,Sigit Adinugroho,,44.18604651162791,46.51162790697674,,,10.526315789473683
Fast motion detection from airborne videos using graphics processing unit Ben Ma,10.1117/1.jrs.6.061504,0,2012.0,Fast supervised hyperspectral band selection using graphics processing unit,30.848587,10.1117/1.jrs.6.061505,10,Qian Du,,52.903225806451616,68.38709677419355,,,40.0
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU Yuki Funaba,10.1097/nmc.0000000000000067,1,2014.0,Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU,65.91408,10.1097/nmc.0000000000000067,1,Yuki Funaba,,92.40506329113924,100.0,,,28.57142857142857
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU Yuki Funaba,10.1542/9781610026673-ch05,0,2023.0,Your Preterm Baby,30.877548,10.1097/nmc.0000000000000067,2,,,23.529411764705888,38.095238095238095,,,100.0
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU Yuki Funaba,10.1542/9781610020497-ch05,0,2016.0,Your Preterm Baby,30.824726,10.1097/nmc.0000000000000067,3,,,23.529411764705888,38.095238095238095,,,100.0
Subsequent Pregnancy After Having a Baby Who Was Hospitalized in the NICU Yuki Funaba,10.1542/9781610020497-ch07,0,2016.0,Feeding Your Baby,30.719097,10.1097/nmc.0000000000000067,4,,,23.529411764705888,38.095238095238095,,,100.0
