query,source,candidate_id,label,candidate_year,candidate_title,true_id,candidate_rank,candidate_author,query_author,journal,title_similarity,title_token_set_similarity,query_year,year_difference,first_author_similarity
Detailed Analysis of the Timing Measurements in Optical Position Sensing Devices Based on Laser Beam Deflection Andreas Tortschanoff 2016,crossref,10.1063/1.1147201,0,1996.0,Low noise position sensitive detector for optical probe beam deflection measurements,10.1155/2016/1353212,5,Jonathan D. Spear,Andreas Tortschanoff,Review of Scientific Instruments,50.678733031674206,50.678733031674206,2016.0,20.0,32.432432432432435
Detailed Analysis of the Timing Measurements in Optical Position Sensing Devices Based on Laser Beam Deflection Andreas Tortschanoff 2016,crossref,10.1364/oic.2016.thb.4,0,2016.0,Comparison of absorption measurements performed on various optical films using multi-angle spectroscopy and laser-induced deflection,10.1155/2016/1353212,6,Richard Vernhes,Andreas Tortschanoff,Optical Interference Coatings 2016,46.840148698884754,49.814126394052046,2016.0,0.0,22.857142857142854
Detailed Analysis of the Timing Measurements in Optical Position Sensing Devices Based on Laser Beam Deflection Andreas Tortschanoff 2016,crossref,10.1109/isot.2012.6403268,0,2012.0,Theoretical aspects and derived design rules for optical angle position sensing of tilt mirrors,10.1155/2016/1353212,7,Marcus Baumgart,Andreas Tortschanoff,2012 International Symposium on Optomechatronic Technologies (ISOT 2012),44.827586206896555,47.41379310344828,2016.0,4.0,22.857142857142854
Detailed Analysis of the Timing Measurements in Optical Position Sensing Devices Based on Laser Beam Deflection Andreas Tortschanoff 2016,crossref,10.1117/12.2186808,0,2015.0,An iterative approach to measuring two-dimensional gradient-index profiles based on external measurements of laser beam deflection,10.1155/2016/1353212,8,Di Lin,Andreas Tortschanoff,SPIE Proceedings,53.18352059925093,54.6816479400749,2016.0,1.0,15.384615384615385
Detailed Analysis of the Timing Measurements in Optical Position Sensing Devices Based on Laser Beam Deflection Andreas Tortschanoff 2016,crossref,10.1364/ils.1986.thd3,0,1986.0,Optical ray tracing for crossed beam photothermal deflection spectroscopy,10.1155/2016/1353212,9,Jeffrey A. Sell,Andreas Tortschanoff,International Laser Science Conference,35.238095238095234,40.95238095238095,2016.0,30.0,22.857142857142854
Detailed Analysis of the Timing Measurements in Optical Position Sensing Devices Based on Laser Beam Deflection Andreas Tortschanoff 2016,crossref,10.1117/12.2019251,0,2013.0,Design rules for a compact and low-cost optical position sensing of MOEMS tilt mirrors based on a Gaussian-shaped light source,10.1155/2016/1353212,10,Marcus Baumgart,Andreas Tortschanoff,SPIE Proceedings,42.585551330798474,47.509578544061306,2016.0,3.0,22.857142857142854
Electrochemical effects in rocks: petroleum exploration and engineering–geological applications V.Yu. Shigaev 2009,crossref,10.1016/j.rgg.2009.10.008,1,2009.0,Electrochemical effects in rocks: petroleum exploration and engineering–geological applications,10.1016/j.rgg.2009.10.008,1,V.Yu. Shigaev,V.Yu. Shigaev,Russian Geology and Geophysics,90.9090909090909,100.0,2009.0,0.0,100.0
Electrochemical effects in rocks: petroleum exploration and engineering–geological applications V.Yu. Shigaev 2009,crossref,10.1016/s1876-3804(25)60006-1,0,2025.0,"New progress and future exploration targets in petroleum geological research of ultra-deep clastic rocks in Kuqa Depression, Tarim Basin, NW China",10.1016/j.rgg.2009.10.008,2,Qinghua WANG,V.Yu. Shigaev,Petroleum Exploration and Development,44.61538461538461,49.80544747081712,2009.0,16.0,31.999999999999996
Electrochemical effects in rocks: petroleum exploration and engineering–geological applications V.Yu. Shigaev 2009,crossref,10.1016/s1876-3804(20)60087-8,0,2020.0,Large-scale gas accumulation mechanisms and reservoir-forming geological effects in sandstones of Central and Western China,10.1016/j.rgg.2009.10.008,3,Wei LI,V.Yu. Shigaev,Petroleum Exploration and Development,45.56962025316456,51.502145922746784,2009.0,11.0,10.526315789473683
Electrochemical effects in rocks: petroleum exploration and engineering–geological applications V.Yu. Shigaev 2009,crossref,10.1016/s1876-3804(20)60092-1,0,2020.0,Pyrolysis of coal measure source rocks at highly to over mature stage and its geological implications,10.1016/j.rgg.2009.10.008,4,Jinliang GAO,V.Yu. Shigaev,Petroleum Exploration and Development,41.860465116279066,42.7906976744186,2009.0,11.0,16.000000000000004
Electrochemical effects in rocks: petroleum exploration and engineering–geological applications V.Yu. Shigaev 2009,crossref,10.1016/s1876-3804(10)60009-2,0,2009.0,"Evaluating maturity of source rocks by aromatic compounds: A case from Dongling Block, Songliao Basin",10.1016/j.rgg.2009.10.008,5,Zhu Zhanjun,V.Yu. Shigaev,Petroleum Exploration and Development,35.34883720930233,35.34883720930233,2009.0,0.0,33.333333333333336
Electrochemical effects in rocks: petroleum exploration and engineering–geological applications V.Yu. Shigaev 2009,crossref,10.1016/s1876-3804(19)60271-5,0,2019.0,"Petroleum geological conditions and exploration potential of Lower Paleozoic carbonate rocks in Gucheng Area, Tarim Basin, China",10.1016/j.rgg.2009.10.008,6,Yinghui CAO,V.Yu. Shigaev,Petroleum Exploration and Development,44.628099173553714,52.892561983471076,2009.0,10.0,25.0
Electrochemical effects in rocks: petroleum exploration and engineering–geological applications V.Yu. Shigaev 2009,crossref,10.1016/s1876-3804(09)60150-6,0,2009.0,Prediction of oil-bearing single sandbody by 3D geological modeling combined with seismic inversion,10.1016/j.rgg.2009.10.008,7,Wu Jian,V.Yu. Shigaev,Petroleum Exploration and Development,39.43661971830986,39.436619718309856,2009.0,0.0,40.0
Electrochemical effects in rocks: petroleum exploration and engineering–geological applications V.Yu. Shigaev 2009,crossref,10.1016/b978-0-323-85617-1.00021-7,0,2021.0,Statistical analysis of geological faults for characterizing mineral deposits,10.1016/j.rgg.2009.10.008,8,Orietta Nicolis,V.Yu. Shigaev,Methods and Applications in Petroleum and Mineral Exploration and Engineering Geology,42.93193717277487,42.931937172774866,2009.0,12.0,14.28571428571429
Electrochemical effects in rocks: petroleum exploration and engineering–geological applications V.Yu. Shigaev 2009,crossref,10.1016/s1876-3804(18)30084-3,0,2018.0,"Petroleum geological features and exploration prospect of Linhe Depression in Hetao Basin, China",10.1016/j.rgg.2009.10.008,9,Suotang FU,V.Yu. Shigaev,Petroleum Exploration and Development,46.666666666666664,51.42857142857143,2009.0,9.0,17.391304347826086
Electrochemical effects in rocks: petroleum exploration and engineering–geological applications V.Yu. Shigaev 2009,crossref,10.1016/s1876-3804(22)60009-0,0,2022.0,Discussion on classification and naming scheme of fine-grained sedimentary rocks,10.1016/j.rgg.2009.10.008,10,Jun PENG,V.Yu. Shigaev,Petroleum Exploration and Development,39.175257731958766,39.175257731958766,2009.0,13.0,9.523809523809524
Ambulante Palliativversorgung von Patienten mit Migrationshintergrund in der Städteregion Aachen – Perspektiven von Behandelnden und Angehörigen Virginia Nowara 2021,crossref,10.1055/a-1441-0661,1,2021.0,Ambulante Palliativversorgung von Patienten mit Migrationshintergrund in der Städteregion Aachen – Perspektiven von Behandelnden und Angehörigen,10.1055/a-1441-0661,1,Virginia Nowara,Virginia Nowara,Zeitschrift für Palliativmedizin,93.20388349514563,100.0,2021.0,0.0,100.0
Ambulante Palliativversorgung von Patienten mit Migrationshintergrund in der Städteregion Aachen – Perspektiven von Behandelnden und Angehörigen Virginia Nowara 2021,crossref,10.53846/goediss-7833,0,,Psychische Belastungen und Lebensqualität von Angehörigen von Patienten mit Krebserkrankungen in der spezialisierten stationären Palliativversorgung,10.1055/a-1441-0661,2,,Virginia Nowara,,57.507987220447276,62.295081967213115,2021.0,,22.22222222222222
Ambulante Palliativversorgung von Patienten mit Migrationshintergrund in der Städteregion Aachen – Perspektiven von Behandelnden und Angehörigen Virginia Nowara 2021,crossref,10.1055/s-0034-1374319,0,2014.0,Zufriedenheit von Angehörigen und Mitarbeitern mit der Betreuung von Patienten in Hospiz- und Palliativversorgung,10.1055/a-1441-0661,3,G Lindena,Virginia Nowara,Zeitschrift für Palliativmedizin,61.870503597122294,72.72727272727272,2021.0,7.0,33.333333333333336
Ambulante Palliativversorgung von Patienten mit Migrationshintergrund in der Städteregion Aachen – Perspektiven von Behandelnden und Angehörigen Virginia Nowara 2021,crossref,10.53846/goediss-10673,0,,Hospiz- und Palliativversorgung von Menschen mit Migrationshintergrund,10.1055/a-1441-0661,4,,Virginia Nowara,,51.06382978723405,86.1788617886179,2021.0,,22.22222222222222
Ambulante Palliativversorgung von Patienten mit Migrationshintergrund in der Städteregion Aachen – Perspektiven von Behandelnden und Angehörigen Virginia Nowara 2021,crossref,10.5771/9783748950103-147,0,2021.0,6 Palliativversorgung von Menschen mit Demenz – Die Rolle der Angehörigen,10.1055/a-1441-0661,5,Amelie Himmel,Virginia Nowara,Psychosoziale Herausforderungen in der Pflege,50.42016806722689,76.27118644067797,2021.0,0.0,14.28571428571429
Ambulante Palliativversorgung von Patienten mit Migrationshintergrund in der Städteregion Aachen – Perspektiven von Behandelnden und Angehörigen Virginia Nowara 2021,crossref,10.2307/j.ctvbkk2x3.17,0,2013.0,Ambulante Palliativversorgung durch Home Care Aachen.,10.1055/a-1441-0661,6,Bernd Wehbrink,Virginia Nowara,"Wegbegleitung, Trost und Hoffnung",41.28440366972477,70.73170731707317,2021.0,8.0,34.48275862068966
Ambulante Palliativversorgung von Patienten mit Migrationshintergrund in der Städteregion Aachen – Perspektiven von Behandelnden und Angehörigen Virginia Nowara 2021,crossref,10.1055/s-0032-1305060,0,2012.0,Hospiz- und Palliativversorgung von Patienten mit Migrationshintergrund in Deutschland,10.1055/a-1441-0661,7,O. Henke,Virginia Nowara,Zeitschrift für Palliativmedizin,58.96414342629481,86.84210526315789,2021.0,9.0,8.695652173913048
Ambulante Palliativversorgung von Patienten mit Migrationshintergrund in der Städteregion Aachen – Perspektiven von Behandelnden und Angehörigen Virginia Nowara 2021,crossref,10.1055/s-0038-1669254,0,2018.0,"Wie wird allgemeine ambulante Palliativversorgung erlebt? – Ergebnisse aus Interviews mit Patienten, Angehörigen, Hausärzten und Medizinischen Fachangestellten nach der Critical Incident Technique",10.1055/a-1441-0661,8,H Ewertowski,Virginia Nowara,Zeitschrift für Palliativmedizin,49.86149584487535,50.98039215686274,2021.0,3.0,22.22222222222222
Ambulante Palliativversorgung von Patienten mit Migrationshintergrund in der Städteregion Aachen – Perspektiven von Behandelnden und Angehörigen Virginia Nowara 2021,crossref,10.5771/9783748907152-29,0,2020.0,"II. Empirie: Bedarfe, Zugang und Barrieren bei der Gesundheitsversorgung von Patienten mit koronaren Herzerkrankungen",10.1055/a-1441-0661,9,Ursula Köstler,Virginia Nowara,Gesundheitsversorgung bei koronarer Herzerkrankung mit psychischer Komorbidität,46.808510638297875,51.798561151079134,2021.0,1.0,27.586206896551722
Ambulante Palliativversorgung von Patienten mit Migrationshintergrund in der Städteregion Aachen – Perspektiven von Behandelnden und Angehörigen Virginia Nowara 2021,crossref,10.53846/goediss-10999,0,,Patienten mit fortgeschrittenen hämatologischen Grunderkrankungen in der Spezialisierten Ambulanten Palliativversorgung (SAPV),10.1055/a-1441-0661,10,,Virginia Nowara,,53.608247422680414,59.23344947735192,2021.0,,22.22222222222222
Bad Needles Can't Do Good Blocks Patrice Forget 2009,crossref,10.1097/aap.0b013e3181add8ba,1,2009.0,Bad Needles Can't Do Good Blocks,10.1097/aap.0b013e3181add8ba,1,Patrice Forget,Patrice Forget,Regional Anesthesia and Pain Medicine,76.19047619047619,100.0,2009.0,0.0,100.0
Bad Needles Can't Do Good Blocks Patrice Forget 2009,crossref,10.2307/j.ctvpr7rd1.4,0,2020.0,OVERLOAD,10.1097/aap.0b013e3181add8ba,2,,Patrice Forget,Overload,3.3333333333333326,3.3333333333333286,2009.0,11.0,11.764705882352944
Bad Needles Can't Do Good Blocks Patrice Forget 2009,crossref,10.1108/02580540910952181,0,2009.0,Where do leaders lead us?,10.1097/aap.0b013e3181add8ba,3,,Patrice Forget,Strategic Direction,31.16883116883117,31.168831168831176,2009.0,0.0,11.764705882352944
Bad Needles Can't Do Good Blocks Patrice Forget 2009,crossref,10.1515/9780691230801-toc,0,2021.0,CONTENTS,10.1097/aap.0b013e3181add8ba,4,,Patrice Forget,Overload,6.666666666666665,6.666666666666671,2009.0,12.0,11.764705882352944
Bad Needles Can't Do Good Blocks Patrice Forget 2009,crossref,10.1515/9780691200033-toc,0,2020.0,CONTENTS,10.1097/aap.0b013e3181add8ba,5,,Patrice Forget,Overload,6.666666666666665,6.666666666666671,2009.0,11.0,11.764705882352944
Bad Needles Can't Do Good Blocks Patrice Forget 2009,crossref,10.1515/9780691230801-fm,0,2021.0,Frontmatter,10.1097/aap.0b013e3181add8ba,6,,Patrice Forget,Overload,19.047619047619047,19.04761904761905,2009.0,12.0,11.764705882352944
Bad Needles Can't Do Good Blocks Patrice Forget 2009,crossref,10.1515/9780691200033-fm,0,2020.0,Frontmatter,10.1097/aap.0b013e3181add8ba,7,,Patrice Forget,Overload,19.047619047619047,19.04761904761905,2009.0,11.0,11.764705882352944
Bad Needles Can't Do Good Blocks Patrice Forget 2009,crossref,10.4324/9781315545974-6,0,2016.0,Why Good People do Bad Things,10.1097/aap.0b013e3181add8ba,8,,Patrice Forget,Zygmunt Bauman,34.5679012345679,43.24324324324324,2009.0,7.0,11.764705882352944
Bad Needles Can't Do Good Blocks Patrice Forget 2009,crossref,10.1515/9780691230801-015,0,2021.0,References,10.1097/aap.0b013e3181add8ba,9,,Patrice Forget,Overload,16.129032258064512,16.129032258064512,2009.0,12.0,11.764705882352944
Bad Needles Can't Do Good Blocks Patrice Forget 2009,crossref,10.1515/9780691200033-014,0,2020.0,References,10.1097/aap.0b013e3181add8ba,10,,Patrice Forget,Overload,16.129032258064512,16.129032258064512,2009.0,11.0,11.764705882352944
Featured review of books on optimal control D. Subbaram Naidu 2000,crossref,10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.3.co;2-2,0,2000.0,Featured review of books on optimal control,10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.0.co;2-b,1,D. Subbaram Naidu,D. Subbaram Naidu,International Journal of Robust and Nonlinear Control,78.89908256880733,100.0,2000.0,0.0,100.0
Featured review of books on optimal control D. Subbaram Naidu 2000,crossref,10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.0.co;2-b,1,2000.0,Featured review of books on optimal control,10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.0.co;2-b,2,D. Subbaram Naidu,D. Subbaram Naidu,International Journal of Robust and Nonlinear Control,78.89908256880733,100.0,2000.0,0.0,100.0
Featured review of books on optimal control D. Subbaram Naidu 2000,crossref,10.1002/rnc.640,0,2002.0,Featured Review of Books on Linear Systems. Some of the books that are published around or after 1995 and considered for this short featured review on Linear Systems are (in chronological order).,10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.0.co;2-b,3,D. Subbaram Naidu,D. Subbaram Naidu,International Journal of Robust and Nonlinear Control,36.7816091954023,58.064516129032256,2000.0,2.0,100.0
Featured review of books on optimal control D. Subbaram Naidu 2000,crossref,10.1002/oca.866,0,2008.0,Call for Papers: ‘Optimal Control in Diabetes’,10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.0.co;2-b,4,D. Subbaram Naidu,D. Subbaram Naidu,Optimal Control Applications and Methods,37.5,37.5,2000.0,8.0,100.0
Featured review of books on optimal control D. Subbaram Naidu 2000,crossref,10.1109/isrcs.2014.6900094,0,2014.0,Real-time algorithm for nonlinear systems with incomplete state information using finite-horizon optimal control technique,10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.0.co;2-b,5,Ahmed Khamis,D. Subbaram Naidu,2014 7th International Symposium on Resilient Control Systems (ISRCS),37.23404255319149,40.42553191489362,2000.0,14.0,27.586206896551722
Featured review of books on optimal control D. Subbaram Naidu 2000,crossref,10.1016/0957-4158(94)90023-x,0,1994.0,Mechatronics: Electronmechanics and Control Mechatronics,10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.0.co;2-b,6,D. Subbaram Naidu,D. Subbaram Naidu,Mechatronics,32.786885245901644,32.786885245901644,2000.0,6.0,100.0
Featured review of books on optimal control D. Subbaram Naidu 2000,crossref,10.1002/oca.679,0,2001.0,Unified approach to linear quadratic regulator with time‐scale property,10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.0.co;2-b,7,Hardev Singh,D. Subbaram Naidu,Optimal Control Applications and Methods,33.57664233576643,33.57664233576642,2000.0,1.0,27.586206896551722
Featured review of books on optimal control D. Subbaram Naidu 2000,crossref,10.15377/2409-9694.2014.01.01.1,0,2014.0,A Modified Optimal Control Strategy for a Five-Finger Robotic,10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.0.co;2-b,8,Cheng-Hung Chen,D. Subbaram Naidu,International Journal of Robotics and Automation Technology,31.496062992125985,31.496062992125985,2000.0,14.0,12.5
Featured review of books on optimal control D. Subbaram Naidu 2000,crossref,10.1016/0957-4158(95)00086-0,0,1996.0,Mechatronics: Electronic control systems in mechanical engineering,10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.0.co;2-b,9,D. Subbaram Naidu,D. Subbaram Naidu,Mechatronics,39.39393939393939,39.39393939393939,2000.0,4.0,100.0
Featured review of books on optimal control D. Subbaram Naidu 2000,crossref,10.1016/0967-0661(95)90023-3,0,1995.0,"Automatic control, Proc. 12th Triennial World Congress of IFAC vol. 1—Theory",10.1002/1099-1239(20001230)10:15<1345::aid-rnc506>3.0.co;2-b,10,D. Subbaram Naidu,D. Subbaram Naidu,Control Engineering Practice,38.02816901408451,38.028169014084504,2000.0,5.0,100.0
Andricus breviramuliPujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar 2014,crossref,10.3958/059.039.0110,1,2014.0,Andricus breviramuliPujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico,10.3958/059.039.0110,1,J. Pujade-Villar,J. Pujade-Villar,Southwestern Entomologist,90.35087719298247,100.0,2014.0,0.0,100.0
Andricus breviramuliPujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar 2014,crossref,10.22201/ib.20078706e.2025.96.5614,0,2025.0,"A new gall wasp species (Hymenoptera: Cynipidae),  Andricus protector Pujade-Villar and Cuesta-Porta sp.  nova (Hymenoptera: Cynipidae: Cynipini), from Mexico",10.3958/059.039.0110,2,Juli Pujade-Villar,J. Pujade-Villar,Revista Mexicana de Biodiversidad,57.65124555160141,63.387978142076506,2014.0,11.0,88.23529411764706
Andricus breviramuliPujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar 2014,crossref,10.32870/dugesiana.v22i2.4717,0,2015.0,"Andricus protuberans n. sp. (Hymenoptera: Cynipidae: Cynipini), a new species of oak gallwasp from Mexico",10.3958/059.039.0110,3,Juli Pujade-Villar,J. Pujade-Villar,Dugesiana,60.86956521739131,66.08695652173913,2014.0,1.0,88.23529411764706
Andricus breviramuliPujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar 2014,crossref,10.11646/zootaxa.4890.4.7,0,2020.0,"Andricus forni Pujade-Villar &amp;amp; Nicholls n. sp., a new species of oak gallwasp from China (Hymenoptera: Cynipidae)",10.3958/059.039.0110,4,JULI PUJADE-VILLAR,J. Pujade-Villar,Zootaxa,59.34959349593496,61.78861788617886,2014.0,6.0,29.411764705882348
Andricus breviramuliPujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar 2014,crossref,10.32870/dugesiana.v25i2.7051,0,2018.0,Descripción de Amphibolips cibriani Pujade-Villar n. sp. para México (Hymenoptera: Cynipidae: Cynipini),10.3958/059.039.0110,5,,J. Pujade-Villar,Dugesiana,65.78947368421053,66.66666666666666,2014.0,4.0,10.526315789473683
Andricus breviramuliPujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar 2014,crossref,10.53749/fem.0081004,0,2022.0,"Andricus protuberans Pujade-Villar &amp; Ferrer-Suay IS A SEXUAL FORM (HYM., CYNIPIDAE, CYNIPINI)",10.3958/059.039.0110,6,Víctor Cuesta-Porta,J. Pujade-Villar,Folia Entomológica&lt;br&gt; Mexicana (nueva serie),39.63963963963963,40.54054054054054,2014.0,8.0,28.57142857142857
Andricus breviramuliPujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar 2014,crossref,10.11646/zootaxa.2335.1.2,0,2010.0,"A new genus of oak gallwasps, Kinseyella Pujade-Villar &amp;amp; Melika, with a description of a new species from Mexico (Hymenoptera: Cynipidae: Cynipini)",10.3958/059.039.0110,7,J. PUJADE-VILLAR,J. Pujade-Villar,Zootaxa,55.00000000000001,61.99261992619926,2014.0,4.0,37.5
Andricus breviramuliPujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar 2014,crossref,10.5565/rev/orsis.46,0,2017.0,"Revisió del gènere de cinípid «Zapatella» Pujade-Villar &amp; Melika amb la descripció de dues espècies noves de Colòmbia (Hymenoptera, Cynipidae, Cynipini)",10.3958/059.039.0110,8,Sara Fernández-Garzón,J. Pujade-Villar,Orsis,51.245551601423486,52.36363636363637,2014.0,3.0,27.027027027027028
Andricus breviramuliPujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar 2014,crossref,10.11646/zootaxa.5647.5.3,0,2025.0,A new species of Amphibolips (Hymenoptera: Cynipidae: Cynipini) from Mexico,10.3958/059.039.0110,9,VÍCTOR CUESTA-PORTA,J. Pujade-Villar,Zootaxa,57.00000000000001,62.38532110091743,2014.0,11.0,11.428571428571432
Andricus breviramuliPujade-Villar n. sp. (Hymenoptera: Cynipidae: Cynipini): New Pest of Oaks in Mexico J. Pujade-Villar 2014,crossref,10.32870/dugesiana.v21i2.4155,0,2014.0,"Re-establishment of Erythres Kinsey, 1937 as a valid genus of gallwasps from Mexico (Hymenoptera: Cynipidae: Cynipini)",10.3958/059.039.0110,10,,J. Pujade-Villar,Dugesiana,55.14403292181069,55.833333333333336,2014.0,0.0,10.526315789473683
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard 2014,crossref,10.1007/s00703-013-0298-9,1,2014.0,Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation,10.1007/s00703-013-0298-9,1,Eric Girard,Eric Girard,Meteorology and Atmospheric Physics,93.77289377289377,100.0,2014.0,0.0,100.0
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard 2014,crossref,10.1007/s00024-016-1294-z,0,2016.0,Importance of Chemical Composition of Ice Nuclei on the Formation of Arctic Ice Clouds,10.1007/s00703-013-0298-9,2,Setigui Aboubacar Keita,Eric Girard,Pure and Applied Geophysics,52.81385281385281,54.3778801843318,2014.0,2.0,23.529411764705888
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard 2014,crossref,10.5194/acp-2018-714-rc1,0,2018.0,Review for &amp;amp;#8220;The relative impact of cloud condensation nuclei and ice nucleating particle concentrations on phase-partitioning in Arctic Mixed-Phase Stratocumulus Clouds&amp;amp;#8221;,10.1007/s00703-013-0298-9,3,,Eric Girard,,55.55555555555556,56.80473372781065,2014.0,4.0,14.28571428571429
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard 2014,crossref,10.5194/acp-2021-686,0,2021.0,Relative importance and interactions of primary and secondary ice production in the Arctic mixed-phase clouds,10.1007/s00703-013-0298-9,4,Xi Zhao,Eric Girard,,55.118110236220474,65.38461538461539,2014.0,7.0,33.333333333333336
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard 2014,crossref,10.1016/j.atmosres.2004.08.002,0,2005.0,"Effects of arctic sulphuric acid aerosols on wintertime low-level atmospheric ice crystals, humidity and temperature at Alert, Nunavut",10.1007/s00703-013-0298-9,5,Eric Girard,Eric Girard,Atmospheric Research,48.028673835125446,52.36363636363637,2014.0,9.0,100.0
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard 2014,crossref,10.5194/acp-2021-686-supplement,0,2021.0,"Supplementary material to ""Relative importance and interactions of primary and secondary ice production in the Arctic mixed-phase clouds""",10.1007/s00703-013-0298-9,6,Xi Zhao,Eric Girard,,48.93617021276596,59.85401459854015,2014.0,7.0,33.333333333333336
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard 2014,crossref,10.5194/amt-2019-231-rc2,0,2019.0,"Review of ""Spatiotemporal variability of shortwave radiation introduced by clouds over the Arctic sea ice""",10.1007/s00703-013-0298-9,7,,Eric Girard,,43.82470119521913,51.63934426229508,2014.0,5.0,14.28571428571429
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard 2014,crossref,10.5194/acp-2021-621-rc1,0,2021.0,"Review for Shi et al. entitled &amp;amp;#8220;Relative importance of high-latitude local and long-range transported dust to Arctic ice nucleating particles and impacts on Arctic mixed-phase clouds&amp;amp;#8220;, submitted to Atmospheric Chemistry and Physics",10.1007/s00703-013-0298-9,8,,Eric Girard,,48.51485148514851,50.78534031413613,2014.0,7.0,14.28571428571429
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard 2014,crossref,10.1002/joc.3454,0,2013.0,"Assessment of the effects of acid‐coated ice nuclei on the Arctic cloud microstructure, atmospheric dehydration, radiation and temperature during winter",10.1007/s00703-013-0298-9,9,Eric Girard,Eric Girard,International Journal of Climatology,55.21885521885521,60.13986013986014,2014.0,1.0,100.0
Relative importance of acid coating on ice nuclei in the deposition and contact modes for wintertime Arctic clouds and radiation Eric Girard 2014,crossref,10.1002/2014jd021917,0,2014.0,Modeling immersion freezing with aerosol‐dependent prognostic ice nuclei in Arctic mixed‐phase clouds,10.1007/s00703-013-0298-9,10,M. Paukert,Eric Girard,Journal of Geophysical Research: Atmospheres,48.78048780487805,51.239669421487605,2014.0,0.0,28.57142857142857
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova 1984",crossref,10.1007/bf01141701,1,1984.0,"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents",10.1007/bf01141701,1,L. V. Samsonova,L. V. Samsonova,Bulletin of the Academy of Sciences of the USSR Division of Chemical Science,88.52459016393442,100.0,1984.0,0.0,100.0
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova 1984",crossref,10.1021/acs.est.4c01530.s001,0,,Role of Direct and Sensitized Photolysis in the Photomineralization of Dissolved Organic Matter and Model Chromophores to Carbon Dioxide,10.1007/bf01141701,2,,L. V. Samsonova,,45.378151260504204,52.81385281385281,1984.0,,22.22222222222222
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova 1984",crossref,10.1007/bf00951892,0,1980.0,"Phenyl-substituted 1,4-benzoquinone diazides. 4. Thermal decomposition of 2,6-diphenyl-1,4-benzoquinone diazide in oxygen-containing organic solvents",10.1007/bf01141701,3,L. G. Plekhanova,L. V. Samsonova,Bulletin of the Academy of Sciences of the USSR Division of Chemical Science,56.57370517928286,56.57370517928287,1984.0,4.0,51.61290322580645
"Direct and sensitized photolysis of 1,4-benzoquinone diazides in organic solvents L. V. Samsonova 1984",crossref,10.1007/bf02869944,0,1984.0,Nanosecond laser flash photolysis of acridine in organic solvents,10.1007/bf01141701,4,N Periasamy,L. V. Samsonova,Proceedings / Indian Academy of Sciences,56.287425149700596,67.34693877551021,1984.0,0.0,30.76923076923077
